time,volume,open,close
2021-02-01 00:00:00+00:00,1202,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=0)"
2021-02-02 00:00:00+00:00,419,"Quotation(units=79, nano=800000000)","Quotation(units=79, nano=0)"
2021-02-03 00:00:00+00:00,74,"Quotation(units=81, nano=600000000)","Quotation(units=79, nano=0)"
2021-02-04 00:00:00+00:00,110,"Quotation(units=78, nano=200000000)","Quotation(units=79, nano=600000000)"
2021-02-05 00:00:00+00:00,193,"Quotation(units=79, nano=0)","Quotation(units=80, nano=0)"
2021-02-08 00:00:00+00:00,719,"Quotation(units=79, nano=200000000)","Quotation(units=80, nano=0)"
2021-02-09 00:00:00+00:00,229,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-02-10 00:00:00+00:00,99,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=400000000)"
2021-02-11 00:00:00+00:00,39,"Quotation(units=79, nano=0)","Quotation(units=79, nano=400000000)"
2021-02-12 00:00:00+00:00,147,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=400000000)"
2021-02-15 00:00:00+00:00,95,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=200000000)"
2021-02-16 00:00:00+00:00,25,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=200000000)"
2021-02-17 00:00:00+00:00,27,"Quotation(units=79, nano=400000000)","Quotation(units=78, nano=800000000)"
2021-02-18 00:00:00+00:00,126,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=400000000)"
2021-02-19 00:00:00+00:00,165,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=600000000)"
2021-02-20 00:00:00+00:00,535,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=0)"
2021-02-22 00:00:00+00:00,527,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=600000000)"
2021-02-24 00:00:00+00:00,36,"Quotation(units=78, nano=0)","Quotation(units=78, nano=800000000)"
2021-02-25 00:00:00+00:00,141,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-02-26 00:00:00+00:00,146,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=800000000)"
2021-03-01 00:00:00+00:00,70,"Quotation(units=80, nano=0)","Quotation(units=78, nano=600000000)"
2021-03-02 00:00:00+00:00,64,"Quotation(units=79, nano=0)","Quotation(units=78, nano=400000000)"
2021-03-03 00:00:00+00:00,228,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=200000000)"
2021-03-04 00:00:00+00:00,218,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=200000000)"
2021-03-05 00:00:00+00:00,243,"Quotation(units=78, nano=800000000)","Quotation(units=79, nano=0)"
2021-03-09 00:00:00+00:00,175,"Quotation(units=80, nano=0)","Quotation(units=79, nano=0)"
2021-03-10 00:00:00+00:00,167,"Quotation(units=80, nano=0)","Quotation(units=79, nano=200000000)"
2021-03-11 00:00:00+00:00,156,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=400000000)"
2021-03-12 00:00:00+00:00,748,"Quotation(units=79, nano=0)","Quotation(units=78, nano=400000000)"
2021-03-15 00:00:00+00:00,126,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-03-16 00:00:00+00:00,83,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=400000000)"
2021-03-17 00:00:00+00:00,57,"Quotation(units=79, nano=0)","Quotation(units=78, nano=600000000)"
2021-03-18 00:00:00+00:00,25,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2021-03-19 00:00:00+00:00,34,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-03-22 00:00:00+00:00,22,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-03-23 00:00:00+00:00,45,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-03-24 00:00:00+00:00,84,"Quotation(units=78, nano=200000000)","Quotation(units=77, nano=400000000)"
2021-03-25 00:00:00+00:00,1919,"Quotation(units=77, nano=600000000)","Quotation(units=78, nano=400000000)"
2021-03-26 00:00:00+00:00,378,"Quotation(units=79, nano=0)","Quotation(units=78, nano=200000000)"
2021-03-29 00:00:00+00:00,193,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=400000000)"
2021-03-30 00:00:00+00:00,561,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-03-31 00:00:00+00:00,111,"Quotation(units=79, nano=0)","Quotation(units=79, nano=800000000)"
2021-04-01 00:00:00+00:00,383,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=0)"
2021-04-02 00:00:00+00:00,115,"Quotation(units=79, nano=600000000)","Quotation(units=78, nano=800000000)"
2021-04-05 00:00:00+00:00,1553,"Quotation(units=79, nano=800000000)","Quotation(units=80, nano=800000000)"
2021-04-06 00:00:00+00:00,1115,"Quotation(units=81, nano=0)","Quotation(units=78, nano=800000000)"
2021-04-07 00:00:00+00:00,217,"Quotation(units=78, nano=200000000)","Quotation(units=79, nano=0)"
2021-04-08 00:00:00+00:00,117,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=0)"
2021-04-09 00:00:00+00:00,120,"Quotation(units=78, nano=800000000)","Quotation(units=79, nano=600000000)"
2021-04-12 00:00:00+00:00,145,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=800000000)"
2021-04-13 00:00:00+00:00,39,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=600000000)"
2021-04-14 00:00:00+00:00,317,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=800000000)"
2021-04-15 00:00:00+00:00,10,"Quotation(units=79, nano=800000000)","Quotation(units=79, nano=800000000)"
2021-04-16 00:00:00+00:00,39,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=0)"
2021-04-19 00:00:00+00:00,68,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=800000000)"
2021-04-20 00:00:00+00:00,89,"Quotation(units=80, nano=0)","Quotation(units=78, nano=600000000)"
2021-04-21 00:00:00+00:00,32,"Quotation(units=78, nano=200000000)","Quotation(units=79, nano=0)"
2021-04-22 00:00:00+00:00,25,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=0)"
2021-04-23 00:00:00+00:00,173,"Quotation(units=78, nano=800000000)","Quotation(units=79, nano=200000000)"
2021-04-26 00:00:00+00:00,186,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-04-27 00:00:00+00:00,36,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=200000000)"
2021-04-28 00:00:00+00:00,13,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-04-29 00:00:00+00:00,6,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-04-30 00:00:00+00:00,13,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-05-04 00:00:00+00:00,82,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=0)"
2021-05-05 00:00:00+00:00,105,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=800000000)"
2021-05-06 00:00:00+00:00,53,"Quotation(units=80, nano=0)","Quotation(units=79, nano=200000000)"
2021-05-07 00:00:00+00:00,44,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=800000000)"
2021-05-10 00:00:00+00:00,224,"Quotation(units=80, nano=200000000)","Quotation(units=79, nano=400000000)"
2021-05-11 00:00:00+00:00,25,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=400000000)"
2021-05-12 00:00:00+00:00,39,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-05-13 00:00:00+00:00,4650,"Quotation(units=79, nano=400000000)","Quotation(units=83, nano=600000000)"
2021-05-14 00:00:00+00:00,1481,"Quotation(units=85, nano=0)","Quotation(units=81, nano=600000000)"
2021-05-17 00:00:00+00:00,761,"Quotation(units=82, nano=0)","Quotation(units=81, nano=200000000)"
2021-05-18 00:00:00+00:00,735,"Quotation(units=81, nano=600000000)","Quotation(units=81, nano=200000000)"
2021-05-19 00:00:00+00:00,292,"Quotation(units=82, nano=0)","Quotation(units=79, nano=200000000)"
2021-05-20 00:00:00+00:00,464,"Quotation(units=79, nano=800000000)","Quotation(units=79, nano=600000000)"
2021-05-21 00:00:00+00:00,225,"Quotation(units=78, nano=800000000)","Quotation(units=79, nano=600000000)"
2021-05-24 00:00:00+00:00,184,"Quotation(units=79, nano=800000000)","Quotation(units=79, nano=200000000)"
2021-05-25 00:00:00+00:00,109,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=0)"
2021-05-26 00:00:00+00:00,23,"Quotation(units=79, nano=0)","Quotation(units=79, nano=600000000)"
2021-05-27 00:00:00+00:00,33,"Quotation(units=79, nano=0)","Quotation(units=79, nano=400000000)"
2021-05-28 00:00:00+00:00,1320,"Quotation(units=79, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-05-31 00:00:00+00:00,185,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-06-01 00:00:00+00:00,7,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-06-02 00:00:00+00:00,25,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-06-03 00:00:00+00:00,621,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=600000000)"
2021-06-04 00:00:00+00:00,75,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=0)"
2021-06-07 00:00:00+00:00,85,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=800000000)"
2021-06-08 00:00:00+00:00,104,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=600000000)"
2021-06-09 00:00:00+00:00,55,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=600000000)"
2021-06-10 00:00:00+00:00,53,"Quotation(units=79, nano=200000000)","Quotation(units=78, nano=600000000)"
2021-06-11 00:00:00+00:00,38,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-06-14 00:00:00+00:00,9,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=0)"
2021-06-15 00:00:00+00:00,236,"Quotation(units=79, nano=0)","Quotation(units=78, nano=600000000)"
2021-06-16 00:00:00+00:00,523,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=400000000)"
2021-06-17 00:00:00+00:00,232,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=400000000)"
2021-06-18 00:00:00+00:00,71,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2021-06-21 00:00:00+00:00,27,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2021-06-22 00:00:00+00:00,16,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-06-23 00:00:00+00:00,19,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-06-24 00:00:00+00:00,26,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=0)"
2021-06-25 00:00:00+00:00,83,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=800000000)"
2021-06-28 00:00:00+00:00,104,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=0)"
2021-06-29 00:00:00+00:00,17,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=400000000)"
2021-06-30 00:00:00+00:00,12,"Quotation(units=78, nano=0)","Quotation(units=78, nano=600000000)"
2021-07-01 00:00:00+00:00,48,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=0)"
2021-07-02 00:00:00+00:00,9,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=0)"
2021-07-05 00:00:00+00:00,36,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=0)"
2021-07-06 00:00:00+00:00,10,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=0)"
2021-07-07 00:00:00+00:00,43,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=200000000)"
2021-07-08 00:00:00+00:00,117,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=200000000)"
2021-07-09 00:00:00+00:00,145,"Quotation(units=77, nano=600000000)","Quotation(units=78, nano=0)"
2021-07-12 00:00:00+00:00,30,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2021-07-13 00:00:00+00:00,27,"Quotation(units=78, nano=800000000)","Quotation(units=77, nano=600000000)"
2021-07-14 00:00:00+00:00,32,"Quotation(units=78, nano=600000000)","Quotation(units=77, nano=800000000)"
2021-07-15 00:00:00+00:00,5,"Quotation(units=77, nano=600000000)","Quotation(units=78, nano=0)"
2021-07-16 00:00:00+00:00,85,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=0)"
2021-07-19 00:00:00+00:00,247,"Quotation(units=78, nano=200000000)","Quotation(units=76, nano=600000000)"
2021-07-20 00:00:00+00:00,22,"Quotation(units=77, nano=400000000)","Quotation(units=77, nano=0)"
2021-07-21 00:00:00+00:00,14,"Quotation(units=77, nano=600000000)","Quotation(units=77, nano=600000000)"
2021-07-22 00:00:00+00:00,111,"Quotation(units=77, nano=0)","Quotation(units=78, nano=200000000)"
2021-07-23 00:00:00+00:00,255,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=800000000)"
2021-07-26 00:00:00+00:00,738,"Quotation(units=78, nano=0)","Quotation(units=78, nano=400000000)"
2021-07-27 00:00:00+00:00,133,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=0)"
2021-07-28 00:00:00+00:00,15,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=200000000)"
2021-07-29 00:00:00+00:00,5,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2021-07-30 00:00:00+00:00,100,"Quotation(units=79, nano=0)","Quotation(units=78, nano=400000000)"
2021-08-02 00:00:00+00:00,15,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-08-03 00:00:00+00:00,91,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-08-04 00:00:00+00:00,82,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-08-05 00:00:00+00:00,32,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-08-06 00:00:00+00:00,16,"Quotation(units=79, nano=400000000)","Quotation(units=79, nano=200000000)"
2021-08-09 00:00:00+00:00,224,"Quotation(units=78, nano=800000000)","Quotation(units=79, nano=400000000)"
2021-08-10 00:00:00+00:00,95,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=0)"
2021-08-11 00:00:00+00:00,63,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=600000000)"
2021-08-12 00:00:00+00:00,83,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-08-13 00:00:00+00:00,144,"Quotation(units=79, nano=0)","Quotation(units=78, nano=800000000)"
2021-08-16 00:00:00+00:00,13,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=0)"
2021-08-17 00:00:00+00:00,23,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=0)"
2021-08-18 00:00:00+00:00,177,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=400000000)"
2021-08-19 00:00:00+00:00,62,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=0)"
2021-08-20 00:00:00+00:00,49,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2021-08-23 00:00:00+00:00,58,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=0)"
2021-08-24 00:00:00+00:00,193,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-08-25 00:00:00+00:00,980,"Quotation(units=79, nano=600000000)","Quotation(units=80, nano=600000000)"
2021-08-26 00:00:00+00:00,1909,"Quotation(units=81, nano=0)","Quotation(units=79, nano=200000000)"
2021-08-27 00:00:00+00:00,118,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=600000000)"
2021-08-30 00:00:00+00:00,122,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=200000000)"
2021-08-31 00:00:00+00:00,32,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=200000000)"
2021-09-01 00:00:00+00:00,110,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=0)"
2021-09-02 00:00:00+00:00,388,"Quotation(units=78, nano=600000000)","Quotation(units=79, nano=0)"
2021-09-03 00:00:00+00:00,41,"Quotation(units=79, nano=0)","Quotation(units=79, nano=0)"
2021-09-06 00:00:00+00:00,149,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=600000000)"
2021-09-07 00:00:00+00:00,85,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=600000000)"
2021-09-08 00:00:00+00:00,88,"Quotation(units=78, nano=0)","Quotation(units=78, nano=400000000)"
2021-09-09 00:00:00+00:00,18,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=400000000)"
2021-09-10 00:00:00+00:00,162,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=800000000)"
2021-09-13 00:00:00+00:00,43,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=400000000)"
2021-09-14 00:00:00+00:00,123,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=800000000)"
2021-09-15 00:00:00+00:00,60,"Quotation(units=78, nano=400000000)","Quotation(units=77, nano=800000000)"
2021-09-16 00:00:00+00:00,15,"Quotation(units=77, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-09-17 00:00:00+00:00,120,"Quotation(units=77, nano=800000000)","Quotation(units=78, nano=0)"
2021-09-20 00:00:00+00:00,23,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=400000000)"
2021-09-21 00:00:00+00:00,45,"Quotation(units=78, nano=400000000)","Quotation(units=78, nano=0)"
2021-09-22 00:00:00+00:00,18,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2021-09-23 00:00:00+00:00,45,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2021-09-24 00:00:00+00:00,77,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=800000000)"
2021-09-27 00:00:00+00:00,740,"Quotation(units=78, nano=600000000)","Quotation(units=78, nano=200000000)"
2021-09-28 00:00:00+00:00,5127,"Quotation(units=78, nano=400000000)","Quotation(units=79, nano=600000000)"
2021-09-29 00:00:00+00:00,1318,"Quotation(units=79, nano=200000000)","Quotation(units=77, nano=800000000)"
2021-09-30 00:00:00+00:00,424,"Quotation(units=78, nano=0)","Quotation(units=79, nano=200000000)"
2021-10-01 00:00:00+00:00,367,"Quotation(units=79, nano=400000000)","Quotation(units=78, nano=0)"
2021-10-04 00:00:00+00:00,1332,"Quotation(units=78, nano=0)","Quotation(units=80, nano=0)"
2021-10-05 00:00:00+00:00,1148,"Quotation(units=80, nano=0)","Quotation(units=82, nano=0)"
2021-10-06 00:00:00+00:00,177,"Quotation(units=79, nano=800000000)","Quotation(units=82, nano=0)"
2021-10-07 00:00:00+00:00,194,"Quotation(units=81, nano=200000000)","Quotation(units=81, nano=200000000)"
2021-10-08 00:00:00+00:00,91,"Quotation(units=81, nano=200000000)","Quotation(units=82, nano=800000000)"
2021-10-11 00:00:00+00:00,94,"Quotation(units=83, nano=600000000)","Quotation(units=82, nano=0)"
2021-10-12 00:00:00+00:00,66,"Quotation(units=79, nano=800000000)","Quotation(units=81, nano=400000000)"
2021-10-13 00:00:00+00:00,257,"Quotation(units=80, nano=0)","Quotation(units=79, nano=600000000)"
2021-10-14 00:00:00+00:00,1608,"Quotation(units=81, nano=200000000)","Quotation(units=81, nano=600000000)"
2021-10-15 00:00:00+00:00,988,"Quotation(units=80, nano=0)","Quotation(units=80, nano=600000000)"
2021-10-18 00:00:00+00:00,128,"Quotation(units=81, nano=400000000)","Quotation(units=80, nano=200000000)"
2021-10-19 00:00:00+00:00,251,"Quotation(units=80, nano=200000000)","Quotation(units=79, nano=800000000)"
2021-10-20 00:00:00+00:00,430,"Quotation(units=79, nano=800000000)","Quotation(units=80, nano=400000000)"
2021-10-21 00:00:00+00:00,171,"Quotation(units=80, nano=400000000)","Quotation(units=80, nano=200000000)"
2021-10-22 00:00:00+00:00,145,"Quotation(units=80, nano=0)","Quotation(units=80, nano=400000000)"
2021-10-25 00:00:00+00:00,68,"Quotation(units=79, nano=200000000)","Quotation(units=80, nano=200000000)"
2021-10-26 00:00:00+00:00,19,"Quotation(units=80, nano=200000000)","Quotation(units=80, nano=200000000)"
2021-10-27 00:00:00+00:00,25,"Quotation(units=80, nano=200000000)","Quotation(units=79, nano=800000000)"
2021-10-28 00:00:00+00:00,23,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=200000000)"
2021-10-29 00:00:00+00:00,33,"Quotation(units=80, nano=200000000)","Quotation(units=79, nano=0)"
2021-11-01 00:00:00+00:00,26,"Quotation(units=78, nano=800000000)","Quotation(units=79, nano=200000000)"
2021-11-02 00:00:00+00:00,58,"Quotation(units=79, nano=400000000)","Quotation(units=80, nano=200000000)"
2021-11-03 00:00:00+00:00,59,"Quotation(units=80, nano=200000000)","Quotation(units=79, nano=800000000)"
2021-11-05 00:00:00+00:00,47,"Quotation(units=79, nano=800000000)","Quotation(units=79, nano=200000000)"
2021-11-08 00:00:00+00:00,87,"Quotation(units=79, nano=0)","Quotation(units=79, nano=800000000)"
2021-11-09 00:00:00+00:00,249,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=200000000)"
2021-11-10 00:00:00+00:00,18,"Quotation(units=79, nano=0)","Quotation(units=79, nano=200000000)"
2021-11-11 00:00:00+00:00,60,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=0)"
2021-11-12 00:00:00+00:00,156,"Quotation(units=79, nano=600000000)","Quotation(units=79, nano=400000000)"
2021-11-15 00:00:00+00:00,112,"Quotation(units=79, nano=200000000)","Quotation(units=79, nano=600000000)"
2021-11-16 00:00:00+00:00,23,"Quotation(units=80, nano=0)","Quotation(units=79, nano=600000000)"
2021-11-17 00:00:00+00:00,494,"Quotation(units=79, nano=400000000)","Quotation(units=78, nano=600000000)"
2021-11-18 00:00:00+00:00,2540,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=400000000)"
2021-11-19 00:00:00+00:00,172,"Quotation(units=78, nano=800000000)","Quotation(units=78, nano=800000000)"
2021-11-22 00:00:00+00:00,112,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=0)"
2021-11-23 00:00:00+00:00,177,"Quotation(units=78, nano=0)","Quotation(units=78, nano=0)"
2021-11-24 00:00:00+00:00,77,"Quotation(units=77, nano=800000000)","Quotation(units=78, nano=0)"
2021-11-25 00:00:00+00:00,14,"Quotation(units=78, nano=200000000)","Quotation(units=78, nano=200000000)"
2021-11-26 00:00:00+00:00,99,"Quotation(units=77, nano=800000000)","Quotation(units=77, nano=200000000)"
2021-11-29 00:00:00+00:00,221,"Quotation(units=76, nano=800000000)","Quotation(units=77, nano=200000000)"
2021-11-30 00:00:00+00:00,13,"Quotation(units=77, nano=400000000)","Quotation(units=77, nano=400000000)"
2021-12-01 00:00:00+00:00,15,"Quotation(units=77, nano=200000000)","Quotation(units=77, nano=800000000)"
2021-12-02 00:00:00+00:00,12,"Quotation(units=77, nano=400000000)","Quotation(units=77, nano=800000000)"
2021-12-03 00:00:00+00:00,16,"Quotation(units=78, nano=0)","Quotation(units=77, nano=200000000)"
2021-12-06 00:00:00+00:00,15,"Quotation(units=77, nano=0)","Quotation(units=77, nano=200000000)"
2021-12-07 00:00:00+00:00,18,"Quotation(units=76, nano=800000000)","Quotation(units=77, nano=400000000)"
2021-12-08 00:00:00+00:00,38,"Quotation(units=77, nano=200000000)","Quotation(units=77, nano=0)"
2021-12-09 00:00:00+00:00,67,"Quotation(units=77, nano=0)","Quotation(units=76, nano=600000000)"
2021-12-10 00:00:00+00:00,20,"Quotation(units=76, nano=200000000)","Quotation(units=76, nano=0)"
2021-12-13 00:00:00+00:00,140,"Quotation(units=76, nano=200000000)","Quotation(units=75, nano=200000000)"
2021-12-14 00:00:00+00:00,18,"Quotation(units=75, nano=600000000)","Quotation(units=75, nano=0)"
2021-12-15 00:00:00+00:00,19,"Quotation(units=75, nano=0)","Quotation(units=75, nano=600000000)"
2021-12-16 00:00:00+00:00,26,"Quotation(units=76, nano=400000000)","Quotation(units=77, nano=600000000)"
2021-12-17 00:00:00+00:00,10,"Quotation(units=76, nano=600000000)","Quotation(units=76, nano=0)"
2021-12-20 00:00:00+00:00,37,"Quotation(units=76, nano=0)","Quotation(units=76, nano=0)"
2021-12-21 00:00:00+00:00,8,"Quotation(units=75, nano=600000000)","Quotation(units=75, nano=600000000)"
2021-12-22 00:00:00+00:00,70,"Quotation(units=76, nano=0)","Quotation(units=75, nano=200000000)"
2021-12-23 00:00:00+00:00,21,"Quotation(units=74, nano=600000000)","Quotation(units=75, nano=0)"
2021-12-24 00:00:00+00:00,57,"Quotation(units=74, nano=200000000)","Quotation(units=74, nano=0)"
2021-12-27 00:00:00+00:00,158,"Quotation(units=75, nano=200000000)","Quotation(units=76, nano=800000000)"
2021-12-28 00:00:00+00:00,415,"Quotation(units=76, nano=800000000)","Quotation(units=74, nano=400000000)"
2021-12-29 00:00:00+00:00,17,"Quotation(units=76, nano=0)","Quotation(units=74, nano=800000000)"
2021-12-30 00:00:00+00:00,19,"Quotation(units=75, nano=0)","Quotation(units=76, nano=0)"
2022-01-03 00:00:00+00:00,15,"Quotation(units=76, nano=200000000)","Quotation(units=75, nano=600000000)"
2022-01-04 00:00:00+00:00,179,"Quotation(units=76, nano=400000000)","Quotation(units=76, nano=0)"
2022-01-05 00:00:00+00:00,77,"Quotation(units=77, nano=0)","Quotation(units=76, nano=0)"
2022-01-06 00:00:00+00:00,15,"Quotation(units=76, nano=600000000)","Quotation(units=75, nano=800000000)"
2022-01-10 00:00:00+00:00,52,"Quotation(units=75, nano=600000000)","Quotation(units=76, nano=600000000)"
2022-01-11 00:00:00+00:00,54,"Quotation(units=76, nano=400000000)","Quotation(units=75, nano=0)"
2022-01-12 00:00:00+00:00,17,"Quotation(units=75, nano=800000000)","Quotation(units=76, nano=0)"
2022-01-13 00:00:00+00:00,13,"Quotation(units=75, nano=600000000)","Quotation(units=75, nano=400000000)"
2022-01-14 00:00:00+00:00,84,"Quotation(units=75, nano=600000000)","Quotation(units=75, nano=800000000)"
2022-01-17 00:00:00+00:00,72,"Quotation(units=75, nano=600000000)","Quotation(units=74, nano=400000000)"
2022-01-18 00:00:00+00:00,348,"Quotation(units=74, nano=200000000)","Quotation(units=72, nano=600000000)"
2022-01-19 00:00:00+00:00,245,"Quotation(units=72, nano=400000000)","Quotation(units=74, nano=800000000)"
2022-01-20 00:00:00+00:00,69,"Quotation(units=75, nano=600000000)","Quotation(units=73, nano=600000000)"
2022-01-21 00:00:00+00:00,67,"Quotation(units=74, nano=0)","Quotation(units=74, nano=200000000)"
2022-01-24 00:00:00+00:00,149,"Quotation(units=74, nano=0)","Quotation(units=71, nano=600000000)"
2022-01-25 00:00:00+00:00,65,"Quotation(units=70, nano=200000000)","Quotation(units=71, nano=800000000)"
2022-01-26 00:00:00+00:00,145,"Quotation(units=71, nano=400000000)","Quotation(units=72, nano=200000000)"
2022-01-27 00:00:00+00:00,101,"Quotation(units=72, nano=400000000)","Quotation(units=74, nano=400000000)"
2022-01-28 00:00:00+00:00,10,"Quotation(units=76, nano=200000000)","Quotation(units=74, nano=0)"
2022-01-31 00:00:00+00:00,8,"Quotation(units=74, nano=0)","Quotation(units=74, nano=800000000)"
2022-02-01 00:00:00+00:00,5,"Quotation(units=75, nano=0)","Quotation(units=75, nano=0)"
2022-02-02 00:00:00+00:00,75,"Quotation(units=74, nano=200000000)","Quotation(units=73, nano=600000000)"
2022-02-03 00:00:00+00:00,21,"Quotation(units=73, nano=600000000)","Quotation(units=73, nano=200000000)"
